Batch Counter	ReportTime	Service	Node Id	RefreshTime	Request Count	RequestPendingCount	RequestPendingDuration	Request Timeout Count	Task Count	TaskBacklog	Task Timeout Count	Task Hung Count	Thread Abandoned Count
3	星期六 二月 01 13:39:57 CST 2014	DistributedCache	1	星期六 二月 01 13:39:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
3	星期六 二月 01 13:39:57 CST 2014	DistributedCache	2	星期六 二月 01 13:39:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
3	星期六 二月 01 13:39:57 CST 2014	DistributedCache	3	星期六 二月 01 13:39:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
3	星期六 二月 01 13:39:57 CST 2014	Management	1	星期六 二月 01 13:39:57 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
3	星期六 二月 01 13:39:57 CST 2014	Management	2	星期六 二月 01 13:39:57 CST 2014	49.0	0	0	0.0	0.0	0	0.0	0	0.0
3	星期六 二月 01 13:39:57 CST 2014	Management	3	星期六 二月 01 13:39:57 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
3	星期六 二月 01 13:40:01 CST 2014	DistributedCache	3	星期六 二月 01 13:40:01 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
3	星期六 二月 01 13:40:01 CST 2014	Management	3	星期六 二月 01 13:40:01 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
4	星期六 二月 01 13:40:57 CST 2014	DistributedCache	1	星期六 二月 01 13:40:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
4	星期六 二月 01 13:40:57 CST 2014	DistributedCache	2	星期六 二月 01 13:40:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
4	星期六 二月 01 13:40:57 CST 2014	DistributedCache	3	星期六 二月 01 13:40:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
4	星期六 二月 01 13:40:57 CST 2014	Management	1	星期六 二月 01 13:40:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
4	星期六 二月 01 13:40:57 CST 2014	Management	2	星期六 二月 01 13:40:57 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
4	星期六 二月 01 13:40:57 CST 2014	Management	3	星期六 二月 01 13:40:57 CST 2014	0.0	0	0	0.0	0.0	2	0.0	0	0.0
4	星期六 二月 01 13:41:01 CST 2014	DistributedCache	3	星期六 二月 01 13:41:01 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
4	星期六 二月 01 13:41:01 CST 2014	Management	3	星期六 二月 01 13:41:01 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
5	星期六 二月 01 13:41:57 CST 2014	DistributedCache	1	星期六 二月 01 13:41:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
5	星期六 二月 01 13:41:57 CST 2014	DistributedCache	2	星期六 二月 01 13:41:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
5	星期六 二月 01 13:41:57 CST 2014	DistributedCache	3	星期六 二月 01 13:41:57 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
5	星期六 二月 01 13:41:57 CST 2014	Management	1	星期六 二月 01 13:41:57 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
5	星期六 二月 01 13:41:57 CST 2014	Management	2	星期六 二月 01 13:41:57 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
5	星期六 二月 01 13:41:57 CST 2014	Management	3	星期六 二月 01 13:41:57 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
5	星期六 二月 01 13:42:01 CST 2014	DistributedCache	3	星期六 二月 01 13:42:01 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
5	星期六 二月 01 13:42:01 CST 2014	Management	3	星期六 二月 01 13:42:01 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
6	星期六 二月 01 13:42:58 CST 2014	DistributedCache	1	星期六 二月 01 13:42:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
6	星期六 二月 01 13:42:58 CST 2014	DistributedCache	2	星期六 二月 01 13:42:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
6	星期六 二月 01 13:42:58 CST 2014	DistributedCache	3	星期六 二月 01 13:42:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
6	星期六 二月 01 13:42:58 CST 2014	Management	1	星期六 二月 01 13:42:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
6	星期六 二月 01 13:42:58 CST 2014	Management	2	星期六 二月 01 13:42:58 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
6	星期六 二月 01 13:42:58 CST 2014	Management	3	星期六 二月 01 13:42:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
6	星期六 二月 01 13:43:02 CST 2014	DistributedCache	3	星期六 二月 01 13:43:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
6	星期六 二月 01 13:43:02 CST 2014	Management	3	星期六 二月 01 13:43:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
7	星期六 二月 01 13:43:58 CST 2014	DistributedCache	1	星期六 二月 01 13:43:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
7	星期六 二月 01 13:43:58 CST 2014	DistributedCache	2	星期六 二月 01 13:43:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
7	星期六 二月 01 13:43:58 CST 2014	DistributedCache	3	星期六 二月 01 13:43:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
7	星期六 二月 01 13:43:58 CST 2014	Management	1	星期六 二月 01 13:43:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
7	星期六 二月 01 13:43:58 CST 2014	Management	2	星期六 二月 01 13:43:58 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
7	星期六 二月 01 13:43:58 CST 2014	Management	3	星期六 二月 01 13:43:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
7	星期六 二月 01 13:44:02 CST 2014	DistributedCache	3	星期六 二月 01 13:44:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
7	星期六 二月 01 13:44:02 CST 2014	Management	3	星期六 二月 01 13:44:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
8	星期六 二月 01 13:44:58 CST 2014	DistributedCache	1	星期六 二月 01 13:44:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
8	星期六 二月 01 13:44:58 CST 2014	DistributedCache	2	星期六 二月 01 13:44:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
8	星期六 二月 01 13:44:58 CST 2014	DistributedCache	3	星期六 二月 01 13:44:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
8	星期六 二月 01 13:44:58 CST 2014	Management	1	星期六 二月 01 13:44:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
8	星期六 二月 01 13:44:58 CST 2014	Management	2	星期六 二月 01 13:44:58 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
8	星期六 二月 01 13:44:58 CST 2014	Management	3	星期六 二月 01 13:44:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
8	星期六 二月 01 13:45:02 CST 2014	DistributedCache	3	星期六 二月 01 13:45:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
8	星期六 二月 01 13:45:02 CST 2014	Management	3	星期六 二月 01 13:45:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
9	星期六 二月 01 13:45:58 CST 2014	DistributedCache	1	星期六 二月 01 13:45:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
9	星期六 二月 01 13:45:58 CST 2014	DistributedCache	2	星期六 二月 01 13:45:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
9	星期六 二月 01 13:45:58 CST 2014	DistributedCache	3	星期六 二月 01 13:45:58 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
9	星期六 二月 01 13:45:58 CST 2014	Management	1	星期六 二月 01 13:45:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
9	星期六 二月 01 13:45:58 CST 2014	Management	2	星期六 二月 01 13:45:58 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
9	星期六 二月 01 13:45:58 CST 2014	Management	3	星期六 二月 01 13:45:58 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
9	星期六 二月 01 13:46:02 CST 2014	DistributedCache	3	星期六 二月 01 13:46:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
9	星期六 二月 01 13:46:02 CST 2014	Management	3	星期六 二月 01 13:46:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
10	星期六 二月 01 13:46:59 CST 2014	DistributedCache	1	星期六 二月 01 13:46:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
10	星期六 二月 01 13:46:59 CST 2014	DistributedCache	2	星期六 二月 01 13:46:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
10	星期六 二月 01 13:46:59 CST 2014	DistributedCache	3	星期六 二月 01 13:46:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
10	星期六 二月 01 13:46:59 CST 2014	Management	1	星期六 二月 01 13:46:59 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
10	星期六 二月 01 13:46:59 CST 2014	Management	2	星期六 二月 01 13:46:59 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
10	星期六 二月 01 13:46:59 CST 2014	Management	3	星期六 二月 01 13:46:59 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
10	星期六 二月 01 13:47:02 CST 2014	DistributedCache	3	星期六 二月 01 13:47:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
10	星期六 二月 01 13:47:02 CST 2014	Management	3	星期六 二月 01 13:47:02 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
11	星期六 二月 01 13:47:59 CST 2014	DistributedCache	1	星期六 二月 01 13:47:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
11	星期六 二月 01 13:47:59 CST 2014	DistributedCache	2	星期六 二月 01 13:47:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
11	星期六 二月 01 13:47:59 CST 2014	DistributedCache	3	星期六 二月 01 13:47:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
11	星期六 二月 01 13:47:59 CST 2014	Management	1	星期六 二月 01 13:47:59 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
11	星期六 二月 01 13:47:59 CST 2014	Management	2	星期六 二月 01 13:47:59 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
11	星期六 二月 01 13:47:59 CST 2014	Management	3	星期六 二月 01 13:47:59 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
11	星期六 二月 01 13:48:03 CST 2014	DistributedCache	3	星期六 二月 01 13:48:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
11	星期六 二月 01 13:48:03 CST 2014	Management	3	星期六 二月 01 13:48:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
12	星期六 二月 01 13:48:59 CST 2014	DistributedCache	1	星期六 二月 01 13:48:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
12	星期六 二月 01 13:48:59 CST 2014	DistributedCache	2	星期六 二月 01 13:48:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
12	星期六 二月 01 13:48:59 CST 2014	DistributedCache	3	星期六 二月 01 13:48:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
12	星期六 二月 01 13:48:59 CST 2014	Management	1	星期六 二月 01 13:48:59 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
12	星期六 二月 01 13:48:59 CST 2014	Management	2	星期六 二月 01 13:48:59 CST 2014	16.0	0	0	0.0	0.0	0	0.0	0	0.0
12	星期六 二月 01 13:48:59 CST 2014	Management	3	星期六 二月 01 13:48:59 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
12	星期六 二月 01 13:49:03 CST 2014	DistributedCache	3	星期六 二月 01 13:49:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
12	星期六 二月 01 13:49:03 CST 2014	Management	3	星期六 二月 01 13:49:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
13	星期六 二月 01 13:49:59 CST 2014	DistributedCache	1	星期六 二月 01 13:49:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
13	星期六 二月 01 13:49:59 CST 2014	DistributedCache	2	星期六 二月 01 13:49:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
13	星期六 二月 01 13:49:59 CST 2014	DistributedCache	3	星期六 二月 01 13:49:59 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
13	星期六 二月 01 13:49:59 CST 2014	Management	1	星期六 二月 01 13:49:59 CST 2014	1.0	0	0	0.0	0.0	3	0.0	0	0.0
13	星期六 二月 01 13:49:59 CST 2014	Management	2	星期六 二月 01 13:49:59 CST 2014	38.0	0	0	0.0	0.0	0	0.0	0	0.0
13	星期六 二月 01 13:49:59 CST 2014	Management	3	星期六 二月 01 13:49:59 CST 2014	1.0	0	0	0.0	0.0	5	0.0	0	0.0
13	星期六 二月 01 13:49:59 CST 2014	Management	4	星期六 二月 01 13:49:59 CST 2014	2	0	0	0	0	0	0	0	0
13	星期六 二月 01 13:50:03 CST 2014	DistributedCache	3	星期六 二月 01 13:50:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
13	星期六 二月 01 13:50:03 CST 2014	Management	3	星期六 二月 01 13:50:03 CST 2014	1.0	0	0	0.0	0.0	0	0.0	0	0.0
14	星期六 二月 01 13:51:00 CST 2014	DistributedCache	1	星期六 二月 01 13:51:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
14	星期六 二月 01 13:51:00 CST 2014	DistributedCache	2	星期六 二月 01 13:51:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
14	星期六 二月 01 13:51:00 CST 2014	DistributedCache	3	星期六 二月 01 13:51:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
14	星期六 二月 01 13:51:00 CST 2014	Management	1	星期六 二月 01 13:51:00 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
14	星期六 二月 01 13:51:00 CST 2014	Management	2	星期六 二月 01 13:51:00 CST 2014	22.0	0	0	0.0	0.0	0	0.0	0	0.0
14	星期六 二月 01 13:51:00 CST 2014	Management	3	星期六 二月 01 13:51:00 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
14	星期六 二月 01 13:51:00 CST 2014	Management	4	星期六 二月 01 13:51:00 CST 2014	0.0	0	0	0.0	0.0	3	0.0	0	0.0
14	星期六 二月 01 13:51:03 CST 2014	DistributedCache	3	星期六 二月 01 13:51:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
14	星期六 二月 01 13:51:03 CST 2014	Management	3	星期六 二月 01 13:51:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
15	星期六 二月 01 13:52:00 CST 2014	DistributedCache	1	星期六 二月 01 13:52:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
15	星期六 二月 01 13:52:00 CST 2014	DistributedCache	2	星期六 二月 01 13:52:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
15	星期六 二月 01 13:52:00 CST 2014	DistributedCache	3	星期六 二月 01 13:52:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
15	星期六 二月 01 13:52:00 CST 2014	Management	1	星期六 二月 01 13:52:00 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
15	星期六 二月 01 13:52:00 CST 2014	Management	2	星期六 二月 01 13:52:00 CST 2014	22.0	0	0	0.0	0.0	0	0.0	0	0.0
15	星期六 二月 01 13:52:00 CST 2014	Management	3	星期六 二月 01 13:52:00 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
15	星期六 二月 01 13:52:00 CST 2014	Management	4	星期六 二月 01 13:52:00 CST 2014	0.0	0	0	0.0	0.0	3	0.0	0	0.0
15	星期六 二月 01 13:52:03 CST 2014	DistributedCache	3	星期六 二月 01 13:52:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
15	星期六 二月 01 13:52:03 CST 2014	Management	3	星期六 二月 01 13:52:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
16	星期六 二月 01 13:53:00 CST 2014	DistributedCache	1	星期六 二月 01 13:53:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
16	星期六 二月 01 13:53:00 CST 2014	DistributedCache	2	星期六 二月 01 13:53:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
16	星期六 二月 01 13:53:00 CST 2014	DistributedCache	3	星期六 二月 01 13:53:00 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
16	星期六 二月 01 13:53:00 CST 2014	Management	1	星期六 二月 01 13:53:00 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
16	星期六 二月 01 13:53:00 CST 2014	Management	2	星期六 二月 01 13:53:00 CST 2014	22.0	0	0	0.0	0.0	0	0.0	0	0.0
16	星期六 二月 01 13:53:00 CST 2014	Management	3	星期六 二月 01 13:53:00 CST 2014	0.0	0	0	0.0	0.0	5	0.0	0	0.0
16	星期六 二月 01 13:53:00 CST 2014	Management	4	星期六 二月 01 13:53:00 CST 2014	0.0	0	0	0.0	0.0	3	0.0	0	0.0
16	星期六 二月 01 13:53:03 CST 2014	DistributedCache	3	星期六 二月 01 13:53:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
16	星期六 二月 01 13:53:03 CST 2014	Management	3	星期六 二月 01 13:53:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
17	星期六 二月 01 13:54:03 CST 2014	DistributedCache	3	星期六 二月 01 13:54:03 CST 2014	176.0	0	0	0.0	0.0	0	0.0	0	0.0
17	星期六 二月 01 13:54:03 CST 2014	Management	3	星期六 二月 01 13:54:03 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
18	星期六 二月 01 13:55:04 CST 2014	DistributedCache	3	星期六 二月 01 13:55:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
18	星期六 二月 01 13:55:04 CST 2014	Management	3	星期六 二月 01 13:55:04 CST 2014	1.0	0	0	0.0	0.0	0	0.0	0	0.0
19	星期六 二月 01 13:56:04 CST 2014	DistributedCache	3	星期六 二月 01 13:56:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
19	星期六 二月 01 13:56:04 CST 2014	Management	3	星期六 二月 01 13:56:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
20	星期六 二月 01 13:57:04 CST 2014	DistributedCache	3	星期六 二月 01 13:57:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
20	星期六 二月 01 13:57:04 CST 2014	Management	3	星期六 二月 01 13:57:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
21	星期六 二月 01 13:58:04 CST 2014	DistributedCache	3	星期六 二月 01 13:58:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
21	星期六 二月 01 13:58:04 CST 2014	Management	3	星期六 二月 01 13:58:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
22	星期六 二月 01 13:59:04 CST 2014	DistributedCache	3	星期六 二月 01 13:59:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
22	星期六 二月 01 13:59:04 CST 2014	Management	3	星期六 二月 01 13:59:04 CST 2014	0.0	0	0	0.0	0.0	0	0.0	0	0.0
